symbol_id,symbol,base,quote,type,spot,active,taker,maker,info_status,info_isSpotTradingAllowed,precision_amount,precision_price
binance:CETUS/USDT,CETUS/USDT,CETUS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CFX/BTC,CFX/BTC,CFX,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:CFX/USDC,CFX/USDC,CFX,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CFX/USDT,CFX/USDT,CFX,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CGPT/USDC,CGPT/USDC,CGPT,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CGPT/USDT,CGPT/USDT,CGPT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CHESS/USDC,CHESS/USDC,CHESS,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CHESS/USDT,CHESS/USDT,CHESS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CHR/BTC,CHR/BTC,CHR,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:CHR/USDT,CHR/USDT,CHR,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CHZ/BNB,CHZ/BNB,CHZ,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:CHZ/BTC,CHZ/BTC,CHZ,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:CHZ/USDC,CHZ/USDC,CHZ,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:CHZ/USDT,CHZ/USDT,CHZ,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:CITY/USDT,CITY/USDT,CITY,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:CKB/USDC,CKB/USDC,CKB,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:CKB/USDT,CKB/USDT,CKB,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:COMP/BTC,COMP/BTC,COMP,BTC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.000001
binance:COMP/USDC,COMP/USDC,COMP,USDC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:COMP/USDT,COMP/USDT,COMP,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:COOKIE/USDC,COOKIE/USDC,COOKIE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:COOKIE/USDT,COOKIE/USDT,COOKIE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:COS/USDT,COS/USDT,COS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:COTI/BTC,COTI/BTC,COTI,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:COTI/USDT,COTI/USDT,COTI,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:COW/USDC,COW/USDC,COW,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:COW/USDT,COW/USDT,COW,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CRV/BTC,CRV/BTC,CRV,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:CRV/USDC,CRV/USDC,CRV,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CRV/USDT,CRV/USDT,CRV,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CTK/BNB,CTK/BNB,CTK,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:CTK/BTC,CTK/BTC,CTK,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:CTK/USDT,CTK/USDT,CTK,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:CTSI/BTC,CTSI/BTC,CTSI,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:CTSI/USDT,CTSI/USDT,CTSI,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CVC/USDC,CVC/USDC,CVC,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CVC/USDT,CVC/USDT,CVC,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:CVX/USDC,CVX/USDC,CVX,USDC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.001
binance:CVX/USDT,CVX/USDT,CVX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.001
binance:CYBER/BNB,CYBER/BNB,CYBER,BNB,spot,1,1,0.001,0.001,TRADING,1,0.01,0.000001
binance:CYBER/BTC,CYBER/BTC,CYBER,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:CYBER/ETH,CYBER/ETH,CYBER,ETH,spot,1,1,0.001,0.001,TRADING,1,0.01,0.000001
binance:CYBER/FDUSD,CYBER/FDUSD,CYBER,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:CYBER/USDT,CYBER/USDT,CYBER,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:D/USDT,D/USDT,D,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DASH/BTC,DASH/BTC,DASH,BTC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.0000001
binance:DASH/ETH,DASH/ETH,DASH,ETH,spot,1,1,0.001,0.001,TRADING,1,0.001,0.00001
binance:DASH/USDT,DASH/USDT,DASH,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:DATA/BTC,DATA/BTC,DATA,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:DATA/USDT,DATA/USDT,DATA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:DCR/USDT,DCR/USDT,DCR,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:DEGO/USDT,DEGO/USDT,DEGO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:DENT/ETH,DENT/ETH,DENT,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:DENT/USDT,DENT/USDT,DENT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:DEXE/USDT,DEXE/USDT,DEXE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:DF/USDC,DF/USDC,DF,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DF/USDT,DF/USDT,DF,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DGB/USDT,DGB/USDT,DGB,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:DIA/BTC,DIA/BTC,DIA,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:DIA/USDT,DIA/USDT,DIA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:DODO/BTC,DODO/BTC,DODO,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:DODO/USDT,DODO/USDT,DODO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:DOGE/BTC,DOGE/BTC,DOGE,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:DOGE/FDUSD,DOGE/FDUSD,DOGE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DOGE/TUSD,DOGE/TUSD,DOGE,TUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DOGE/USDC,DOGE/USDC,DOGE,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DOGE/USDT,DOGE/USDT,DOGE,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:DOGS/FDUSD,DOGS/FDUSD,DOGS,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:DOGS/USDC,DOGS/USDC,DOGS,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:DOGS/USDT,DOGS/USDT,DOGS,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:DOT/BNB,DOT/BNB,DOT,BNB,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00001
binance:DOT/BTC,DOT/BTC,DOT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:DOT/ETH,DOT/ETH,DOT,ETH,spot,1,1,0.001,0.001,TRADING,1,0.01,0.000001
binance:DOT/FDUSD,DOT/FDUSD,DOT,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:DOT/USDC,DOT/USDC,DOT,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:DOT/USDT,DOT/USDT,DOT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:DUSK/BTC,DUSK/BTC,DUSK,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:DUSK/USDT,DUSK/USDT,DUSK,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:DYDX/BTC,DYDX/BTC,DYDX,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:DYDX/FDUSD,DYDX/FDUSD,DYDX,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:DYDX/USDC,DYDX/USDC,DYDX,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:DYDX/USDT,DYDX/USDT,DYDX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:DYM/USDT,DYM/USDT,DYM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:EDU/USDT,EDU/USDT,EDU,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:EGLD/BNB,EGLD/BNB,EGLD,BNB,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00001
binance:EGLD/BTC,EGLD/BTC,EGLD,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:EGLD/ETH,EGLD/ETH,EGLD,ETH,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.00001
binance:EGLD/FDUSD,EGLD/FDUSD,EGLD,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:EGLD/USDC,EGLD/USDC,EGLD,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:EGLD/USDT,EGLD/USDT,EGLD,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:EIGEN/BTC,EIGEN/BTC,EIGEN,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:EIGEN/FDUSD,EIGEN/FDUSD,EIGEN,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:EIGEN/USDC,EIGEN/USDC,EIGEN,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:EIGEN/USDT,EIGEN/USDT,EIGEN,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ENA/BNB,ENA/BNB,ENA,BNB,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:ENA/BTC,ENA/BTC,ENA,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:ENA/FDUSD,ENA/FDUSD,ENA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:ENA/USDC,ENA/USDC,ENA,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:ENA/USDT,ENA/USDT,ENA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:ENJ/BTC,ENJ/BTC,ENJ,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:ENJ/USDC,ENJ/USDC,ENJ,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ENJ/USDT,ENJ/USDT,ENJ,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ENS/BTC,ENS/BTC,ENS,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:ENS/FDUSD,ENS/FDUSD,ENS,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ENS/USDC,ENS/USDC,ENS,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ENS/USDT,ENS/USDT,ENS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:EPIC/USDC,EPIC/USDC,EPIC,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:EPIC/USDT,EPIC/USDT,EPIC,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:ERA/BNB,ERA/BNB,ERA,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:ERA/FDUSD,ERA/FDUSD,ERA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ERA/USDC,ERA/USDC,ERA,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ERA/USDT,ERA/USDT,ERA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ETC/BNB,ETC/BNB,ETC,BNB,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00001
binance:ETC/BTC,ETC/BTC,ETC,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:ETC/ETH,ETC/ETH,ETC,ETH,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00001
binance:ETC/FDUSD,ETC/FDUSD,ETC,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ETC/USDC,ETC/USDC,ETC,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ETC/USDT,ETC/USDT,ETC,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ETH/BTC,ETH/BTC,ETH,BTC,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.00001
binance:ETH/DAI,ETH/DAI,ETH,DAI,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETH/EURI,ETH/EURI,ETH,EURI,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETH/FDUSD,ETH/FDUSD,ETH,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETH/TUSD,ETH/TUSD,ETH,TUSD,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETH/USDC,ETH/USDC,ETH,USDC,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETH/USDT,ETH/USDT,ETH,USDT,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:ETHFI/FDUSD,ETHFI/FDUSD,ETHFI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:ETHFI/USDC,ETHFI/USDC,ETHFI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:ETHFI/USDT,ETHFI/USDT,ETHFI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:EURI/USDC,EURI/USDC,EURI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:EURI/USDT,EURI/USDT,EURI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:FARM/USDT,FARM/USDT,FARM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:FDUSD/USDC,FDUSD/USDC,FDUSD,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:FDUSD/USDT,FDUSD/USDT,FDUSD,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:FET/BNB,FET/BNB,FET,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:FET/BTC,FET/BTC,FET,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:FET/FDUSD,FET/FDUSD,FET,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:FET/USDC,FET/USDC,FET,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:FET/USDT,FET/USDT,FET,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:FIDA/BTC,FIDA/BTC,FIDA,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:FIDA/USDT,FIDA/USDT,FIDA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:FIL/BTC,FIL/BTC,FIL,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:FIL/ETH,FIL/ETH,FIL,ETH,spot,1,1,0.001,0.001,TRADING,1,0.01,0.000001
binance:FIL/FDUSD,FIL/FDUSD,FIL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:FIL/USDC,FIL/USDC,FIL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:FIL/USDT,FIL/USDT,FIL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:FIO/USDT,FIO/USDT,FIO,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:FIS/BTC,FIS/BTC,FIS,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:FIS/USDT,FIS/USDT,FIS,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:FLM/BTC,FLM/BTC,FLM,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:FLM/USDT,FLM/USDT,FLM,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:FLOKI/FDUSD,FLOKI/FDUSD,FLOKI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:FLOKI/USDC,FLOKI/USDC,FLOKI,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:FLOKI/USDT,FLOKI/USDT,FLOKI,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:FLOW/BTC,FLOW/BTC,FLOW,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:FLOW/USDT,FLOW/USDT,FLOW,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:FLUX/BTC,FLUX/BTC,FLUX,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:FLUX/USDC,FLUX/USDC,FLUX,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:FLUX/USDT,FLUX/USDT,FLUX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:FORM/USDC,FORM/USDC,FORM,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:FORM/USDT,FORM/USDT,FORM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:FORTH/BTC,FORTH/BTC,FORTH,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:FORTH/USDT,FORTH/USDT,FORTH,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:FTT/USDT,FTT/USDT,FTT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:FUN/USDC,FUN/USDC,FUN,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:FUN/USDT,FUN/USDT,FUN,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:FXS/USDT,FXS/USDT,FXS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:G/USDT,G/USDT,G,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GALA/BTC,GALA/BTC,GALA,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GALA/ETH,GALA/ETH,GALA,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GALA/FDUSD,GALA/FDUSD,GALA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GALA/USDC,GALA/USDC,GALA,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GALA/USDT,GALA/USDT,GALA,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GAS/BTC,GAS/BTC,GAS,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:GAS/USDT,GAS/USDT,GAS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:GHST/USDT,GHST/USDT,GHST,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:GLM/BTC,GLM/BTC,GLM,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GLM/USDT,GLM/USDT,GLM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:GLMR/BTC,GLMR/BTC,GLMR,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:GLMR/USDT,GLMR/USDT,GLMR,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:GMT/BTC,GMT/BTC,GMT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:GMT/USDC,GMT/USDC,GMT,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:GMT/USDT,GMT/USDT,GMT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:GMX/USDC,GMX/USDC,GMX,USDC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:GMX/USDT,GMX/USDT,GMX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:GNO/USDT,GNO/USDT,GNO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:GNS/USDT,GNS/USDT,GNS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:GPS/BNB,GPS/BNB,GPS,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:GPS/USDC,GPS/USDC,GPS,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:GPS/USDT,GPS/USDT,GPS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:GRT/BTC,GRT/BTC,GRT,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GRT/ETH,GRT/ETH,GRT,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GRT/FDUSD,GRT/FDUSD,GRT,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:GRT/USDC,GRT/USDC,GRT,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:GRT/USDT,GRT/USDT,GRT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:GTC/USDT,GTC/USDT,GTC,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:GUN/BNB,GUN/BNB,GUN,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:GUN/FDUSD,GUN/FDUSD,GUN,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GUN/USDC,GUN/USDC,GUN,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:GUN/USDT,GUN/USDT,GUN,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HAEDAL/BNB,HAEDAL/BNB,HAEDAL,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:HAEDAL/FDUSD,HAEDAL/FDUSD,HAEDAL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HAEDAL/USDC,HAEDAL/USDC,HAEDAL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HAEDAL/USDT,HAEDAL/USDT,HAEDAL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HBAR/BNB,HBAR/BNB,HBAR,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HBAR/BTC,HBAR/BTC,HBAR,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HBAR/FDUSD,HBAR/FDUSD,HBAR,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HBAR/USDC,HBAR/USDC,HBAR,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HBAR/USDT,HBAR/USDT,HBAR,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HEI/BTC,HEI/BTC,HEI,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:HEI/USDC,HEI/USDC,HEI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HEI/USDT,HEI/USDT,HEI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HFT/BTC,HFT/BTC,HFT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:HFT/USDT,HFT/USDT,HFT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HIFI/USDT,HIFI/USDT,HIFI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HIGH/USDT,HIGH/USDT,HIGH,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.001
binance:HIVE/BTC,HIVE/BTC,HIVE,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HIVE/USDC,HIVE/USDC,HIVE,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:HIVE/USDT,HIVE/USDT,HIVE,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:HMSTR/FDUSD,HMSTR/FDUSD,HMSTR,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:HMSTR/USDC,HMSTR/USDC,HMSTR,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:HMSTR/USDT,HMSTR/USDT,HMSTR,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:HOME/BNB,HOME/BNB,HOME,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HOME/FDUSD,HOME/FDUSD,HOME,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HOME/USDC,HOME/USDC,HOME,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HOME/USDT,HOME/USDT,HOME,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HOOK/USDT,HOOK/USDT,HOOK,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HOT/ETH,HOT/ETH,HOT,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HOT/USDT,HOT/USDT,HOT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:HUMA/BNB,HUMA/BNB,HUMA,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:HUMA/FDUSD,HUMA/FDUSD,HUMA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HUMA/USDC,HUMA/USDC,HUMA,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HUMA/USDT,HUMA/USDT,HUMA,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:HYPER/BNB,HYPER/BNB,HYPER,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:HYPER/USDC,HYPER/USDC,HYPER,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:HYPER/USDT,HYPER/USDT,HYPER,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
