symbol_id,symbol,base,quote,type,spot,active,taker,maker,info_status,info_isSpotTradingAllowed,precision_amount,precision_price,motivo_descartado
binance:HFT/BUSD,HFT/BUSD,HFT,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HFT/USDT:USDT,HFT/USDT:USDT,HFT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HIFI/ETH,HIFI/ETH,HIFI,ETH,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIFI/USDT:USDT,HIFI/USDT:USDT,HIFI,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HIGH/BNB,HIGH/BNB,HIGH,BNB,spot,1,0,0.001,0.001,BREAK,1,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIGH/BTC,HIGH/BTC,HIGH,BTC,spot,1,0,0.001,0.001,BREAK,1,0.001,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIGH/BUSD,HIGH/BUSD,HIGH,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.001,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIGH/TRY,HIGH/TRY,HIGH,TRY,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01,quote=FIAT
binance:HIGH/USDT:USDT,HIGH/USDT:USDT,HIGH,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HIPPO/USDT:USDT,HIPPO/USDT:USDT,HIPPO,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HIVE/BNB,HIVE/BNB,HIVE,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIVE/BUSD,HIVE/BUSD,HIVE,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIVE/FDUSD,HIVE/FDUSD,HIVE,FDUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HIVE/TRY,HIVE/TRY,HIVE,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:HIVE/USDT:USDT,HIVE/USDT:USDT,HIVE,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HMSTR/BNB,HMSTR/BNB,HMSTR,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HMSTR/TRY,HMSTR/TRY,HMSTR,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.0001,quote=FIAT
binance:HMSTR/USDT:USDT,HMSTR/USDT:USDT,HMSTR,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HNT/BTC,HNT/BTC,HNT,BTC,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HNT/BUSD,HNT/BUSD,HNT,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HNT/USDT,HNT/USDT,HNT,USDT,spot,1,0,0.001,0.001,BREAK,1,0.01,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOME/TRY,HOME/TRY,HOME,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.001,quote=FIAT
binance:HOME/USDT:USDT,HOME/USDT:USDT,HOME,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HOOK/BNB,HOOK/BNB,HOOK,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOOK/BTC,HOOK/BTC,HOOK,BTC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOOK/BUSD,HOOK/BUSD,HOOK,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOOK/USDT:USDT,HOOK/USDT:USDT,HOOK,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HOT/BNB,HOT/BNB,HOT,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOT/BRL,HOT/BRL,HOT,BRL,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOT/BTC,HOT/BTC,HOT,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOT/BUSD,HOT/BUSD,HOT,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOT/EUR,HOT/EUR,HOT,EUR,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HOT/TRY,HOT/TRY,HOT,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.00001,quote=FIAT
binance:HOT/USDT:USDT,HOT/USDT:USDT,HOT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HSR/BTC,HSR/BTC,HSR,BTC,spot,1,0,0.001,0.001,BREAK,1,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HSR/ETH,HSR/ETH,HSR,ETH,spot,1,0,0.001,0.001,BREAK,1,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HUMA/TRY,HUMA/TRY,HUMA,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.001,quote=FIAT
binance:HUMA/USDT:USDT,HUMA/USDT:USDT,HUMA,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HYPE/USDT:USDT,HYPE/USDT:USDT,HYPE,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.01,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:HYPER/FDUSD,HYPER/FDUSD,HYPER,FDUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:HYPER/TRY,HYPER/TRY,HYPER,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:HYPER/USDT:USDT,HYPER/USDT:USDT,HYPER,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ICN/BTC,ICN/BTC,ICN,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICN/ETH,ICN/ETH,ICN,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICNT/USDT:USDT,ICNT/USDT:USDT,ICNT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ICP/BNB,ICP/BNB,ICP,BNB,spot,1,0,0.001,0.001,BREAK,1,0.01,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICP/BUSD,ICP/BUSD,ICP,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICP/EUR,ICP/EUR,ICP,EUR,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001,quote=FIAT
binance:ICP/RUB,ICP/RUB,ICP,RUB,spot,1,0,0.001,0.001,BREAK,1,0.01,1,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICP/TRY,ICP/TRY,ICP,TRY,spot,1,1,0.001,0.001,TRADING,1,0.001,0.1,quote=FIAT
binance:ICP/USDT:USDT,ICP/USDT:USDT,ICP,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ICX/BNB,ICX/BNB,ICX,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICX/BUSD,ICX/BUSD,ICX,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICX/ETH,ICX/ETH,ICX,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ICX/USD:ICX,ICX/USD:ICX,ICX,USD,swap,0,0,0.0005,0.0001,,,1,0.0001,quote=FIAT; type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; active='FALSE' no permitido; info_status='NAN' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ICX/USDT:USDT,ICX/USDT:USDT,ICX,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ID/BNB,ID/BNB,ID,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ID/EUR,ID/EUR,ID,EUR,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ID/TRY,ID/TRY,ID,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.01,quote=FIAT
binance:ID/TUSD,ID/TUSD,ID,TUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ID/USDT:USDT,ID/USDT:USDT,ID,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IDEX/BNB,IDEX/BNB,IDEX,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IDEX/BTC,IDEX/BTC,IDEX,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IDEX/BUSD,IDEX/BUSD,IDEX,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IDEX/FDUSD,IDEX/FDUSD,IDEX,FDUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IDEX/USDT:USDT,IDEX/USDT:USDT,IDEX,USDT,swap,0,0,0.0005,0.0002,SETTLING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; active='FALSE' no permitido; info_status='SETTLING' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IDOL/USDT:USDT,IDOL/USDT:USDT,IDOL,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:ILV/BNB,ILV/BNB,ILV,BNB,spot,1,0,0.001,0.001,BREAK,1,0.001,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ILV/BUSD,ILV/BUSD,ILV,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:ILV/USDT:USDT,ILV/USDT:USDT,ILV,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IMX/BNB,IMX/BNB,IMX,BNB,spot,1,0,0.001,0.001,BREAK,1,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IMX/BUSD,IMX/BUSD,IMX,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IMX/TRY,IMX/TRY,IMX,TRY,spot,1,0,0.001,0.001,BREAK,1,0.01,0.01,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IMX/USDT:USDT,IMX/USDT:USDT,IMX,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IN/USDT:USDT,IN/USDT:USDT,IN,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:INIT/TRY,INIT/TRY,INIT,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:INIT/USDT:USDT,INIT/USDT:USDT,INIT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:INJ/BUSD,INJ/BUSD,INJ,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:INJ/TRY,INJ/TRY,INJ,TRY,spot,1,1,0.001,0.001,TRADING,1,0.01,0.1,quote=FIAT
binance:INJ/TUSD,INJ/TUSD,INJ,TUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:INJ/USDT:USDT,INJ/USDT:USDT,INJ,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:INS/BTC,INS/BTC,INS,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:INS/ETH,INS/ETH,INS,ETH,spot,1,0,0.001,0.001,BREAK,1,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IO/TRY,IO/TRY,IO,TRY,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01,quote=FIAT
binance:IO/USDT:USDT,IO/USDT:USDT,IO,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IOST/BTC,IOST/BTC,IOST,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOST/BUSD,IOST/BUSD,IOST,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOST/ETH,IOST/ETH,IOST,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOST/USDT:USDT,IOST/USDT:USDT,IOST,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IOTA/BNB,IOTA/BNB,IOTA,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOTA/BUSD,IOTA/BUSD,IOTA,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOTA/FDUSD,IOTA/FDUSD,IOTA,FDUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOTA/TRY,IOTA/TRY,IOTA,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001,quote=FIAT
binance:IOTA/USDT:USDT,IOTA/USDT:USDT,IOTA,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IOTX/BUSD,IOTX/BUSD,IOTX,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IOTX/JPY,IOTX/JPY,IOTX,JPY,spot,1,1,0.001,0.001,TRADING,1,1,0.001,quote=FIAT
binance:IOTX/USDT:USDT,IOTX/USDT:USDT,IOTX,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IP/USDC:USDC,IP/USDC:USDC,IP,USDC,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IP/USDT:USDT,IP/USDT:USDT,IP,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:IQ/BNB,IQ/BNB,IQ,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IQ/BUSD,IQ/BUSD,IQ,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IRIS/BNB,IRIS/BNB,IRIS,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IRIS/BTC,IRIS/BTC,IRIS,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IRIS/BUSD,IRIS/BUSD,IRIS,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:IRIS/USDT,IRIS/USDT,IRIS,USDT,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/BNB,JASMY/BNB,JASMY,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/BTC,JASMY/BTC,JASMY,BTC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/BUSD,JASMY/BUSD,JASMY,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/ETH,JASMY/ETH,JASMY,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/EUR,JASMY/EUR,JASMY,EUR,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JASMY/TRY,JASMY/TRY,JASMY,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.001,quote=FIAT
binance:JASMY/USDT:USDT,JASMY/USDT:USDT,JASMY,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JELLYJELLY/USDT:USDT,JELLYJELLY/USDT:USDT,JELLYJELLY,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JOE/BUSD,JOE/BUSD,JOE,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JOE/TRY,JOE/TRY,JOE,TRY,spot,1,0,0.001,0.001,BREAK,1,0.1,0.01,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JOE/USDT:USDT,JOE/USDT:USDT,JOE,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JST/BNB,JST/BNB,JST,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JST/BUSD,JST/BUSD,JST,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JST/USDT:USDT,JST/USDT:USDT,JST,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JTO/TRY,JTO/TRY,JTO,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.1,quote=FIAT
binance:JTO/USDT:USDT,JTO/USDT:USDT,JTO,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JUP/TRY,JUP/TRY,JUP,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:JUP/USDT:USDT,JUP/USDT:USDT,JUP,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:JUV/BTC,JUV/BTC,JUV,BTC,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JUV/BUSD,JUV/BUSD,JUV,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:JUV/TRY,JUV/TRY,JUV,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:KAIA/USDT:USDT,KAIA/USDT:USDT,KAIA,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KAITO/BNB,KAITO/BNB,KAITO,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KAITO/BRL,KAITO/BRL,KAITO,BRL,spot,1,0,0.001,0.001,BREAK,1,0.1,0.001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KAITO/TRY,KAITO/TRY,KAITO,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001,quote=FIAT
binance:KAITO/USDC:USDC,KAITO/USDC:USDC,KAITO,USDC,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KAITO/USDT:USDT,KAITO/USDT:USDT,KAITO,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KAS/USDT:USDT,KAS/USDT:USDT,KAS,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KAVA/BNB,KAVA/BNB,KAVA,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KAVA/BUSD,KAVA/BUSD,KAVA,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KAVA/ETH,KAVA/ETH,KAVA,ETH,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KAVA/USDT:USDT,KAVA/USDT:USDT,KAVA,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KDA/BUSD,KDA/BUSD,KDA,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KDA/USDT:USDT,KDA/USDT:USDT,KDA,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:KEEP/BNB,KEEP/BNB,KEEP,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KEEP/BTC,KEEP/BTC,KEEP,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KEEP/BUSD,KEEP/BUSD,KEEP,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KEEP/USDT,KEEP/USDT,KEEP,USDT,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:KERNEL/TRY,KERNEL/TRY,KERNEL,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
